query_time,total_time,loading_time,execution_time
2806.4320000000002,2798.514,0.048,2798.457
2795.947,2786.7980000000002,0.039,2786.749
2795.75,2787.8219999999997,0.044,2787.766
2811.498,2803.418,0.04,2803.368
2801.2160000000003,2792.883,0.041,2792.8320000000003
2823.123,2814.682,0.045000000000000005,2814.6270000000004
2802.487,2794.4849999999997,0.041999999999999996,2794.4339999999997
2815.6119999999996,2807.02,0.041,2806.9700000000003
2815.057,2806.7929999999997,0.044,2806.737
2806.538,2798.6110000000003,0.039,2798.563
2809.0480000000002,2801.0519999999997,0.041,2801.0009999999997
2800.861,2791.623,0.041,2791.57
2803.214,2795.1510000000003,0.044,2795.097
2793.875,2785.6299999999997,0.041,2785.58
2803.84,2795.8050000000003,0.041999999999999996,2795.754
2806.4460000000004,2797.235,0.043000000000000003,2797.1780000000003
2804.916,2796.8419999999996,0.043000000000000003,2796.788
2797.7569999999996,2789.5750000000003,0.041,2789.523
2793.002,2784.911,0.044,2784.857
2788.388,2780.13,0.04,2780.08
