query_time,total_time,loading_time,execution_time
13.342,12.576269,11.579899,0.963259
12.597000000000001,11.825883,10.842347,0.965042
13.004,12.175631,11.190642,0.965311
13.398,12.581154,11.580839,0.978901
13.190999999999999,12.369926,11.37569,0.973054
12.663,11.920489,10.938191,0.96311
12.714,11.866397,10.852226,0.995514
11.65,10.911819,9.932657,0.960322
11.652,10.909908,9.92368,0.965489
11.747,11.001709,10.010919,0.962621
11.628,10.896567,9.912417,0.965617
11.724,10.975142,9.992827,0.963756
11.708,10.963342,9.978441,0.966072
13.19,12.084535,10.59779,1.45819
9.398,8.432693,7.40371,1.003451
35.065,14.857722,13.820941,1.013005
13.96,7.782811,6.780745,0.970129
7.92,7.208749,6.195316,0.995071
7.79,7.106638,6.121414,0.967103
7.617999999999999,6.932927,5.948497,0.965884
