query_time,total_time,loading_time,execution_time
30.416999999999998,23.314,0.051,23.254
29.748,22.654,0.04,22.606
29.362,22.607,0.05,22.547
29.612,21.848,0.039,21.803
30.148999999999997,23.121,0.044,23.068
28.245,21.777,0.04,21.73
28.320999999999998,21.735,0.039,21.691
28.384,21.82,0.039,21.775
30.118,22.138,0.04,22.09
28.801000000000002,22.052,0.045000000000000005,21.998
28.698999999999998,21.964000000000002,0.043000000000000003,21.915
28.649,21.541,0.043000000000000003,21.492
28.91,22.275,0.041,22.226
30.085,22.127000000000002,0.043000000000000003,22.075
30.868,23.891,0.048,23.834999999999997
28.400000000000002,21.893,0.041999999999999996,21.845
28.413,21.8,0.041,21.753999999999998
29.03,21.607999999999997,0.04,21.562
29.608999999999998,22.027,0.041999999999999996,21.978
29.166,22.015,0.047,21.962
