query_time,total_time,loading_time,execution_time
40.112,36.896307,25.098976,11.795507
39.033,36.042594,24.42899,11.612445
38.863,35.860036,24.137411,11.721053
39.896,36.817748,24.609698,12.206917
38.955999999999996,35.95659,24.38913,11.566275
38.788999999999994,35.790419,24.160117,11.62888
39.279,36.171289,24.218021,11.952156
39.382,36.324956,24.715055,11.60856
38.576,35.577337,23.998646,11.577134
38.983999999999995,35.883209,24.137209,11.744737
40.304,37.20254,24.662783,12.538538
39.980000000000004,36.87401,24.34155,12.531317
39.409,36.38522,24.368875,12.015158
39.304,36.239739,24.187082,12.051394
40.287000000000006,37.20362,24.94914,12.252705
38.731,35.708329,24.024816,11.682099
38.945,35.905891,24.21383,11.69078
40.342999999999996,37.256635,24.587693,12.667366
39.278,36.208321,24.357248,11.849648
38.819,35.789689,24.023776,11.764686
