query_time,total_time,loading_time,execution_time
30.236,29.016627,21.389388,7.625399
15.052,13.802611,5.963714,7.837623
15.336,14.082558,6.161135,7.920191
14.434000000000001,13.244699,6.009235,7.234096
14.442,13.289715,5.880597,7.408012
14.254,13.090639,5.908295,7.181176
14.3,13.14549,5.948125,7.195899
14.239999999999998,13.057887,5.906042,7.150692
14.175,13.04533,5.906276,7.138053
14.344000000000001,13.186853,5.938374,7.246669
14.741999999999999,13.577189,5.976119,7.599849
15.254999999999999,14.044058,6.110051,7.93271
15.222,13.999387,6.083833,7.914249
14.306,13.125621,5.919043,7.205163
14.146,13.021112,5.933253,7.086749
14.272,13.125623,5.916384,7.207948
14.265,13.105756,5.906162,7.198542
14.224,13.072042,5.91279,7.158265
14.187,13.04705,5.889803,7.156144
14.45,13.247914,5.915637,7.331181
