query_time,total_time,loading_time,execution_time
9352.562,8588.410868,7577.804799,1010.604374
9432.550000000001,8684.870895,7676.367807,1008.50137
9154.199999999999,8386.851115,7378.93871,1007.910419
9182.197,8423.563362,7420.165907,1003.395847
9225.399,8464.264005,7452.590535,1011.671309
9161.818000000001,8391.497927,7379.03726,1012.459018
9158.969000000001,8391.79664,7382.411631,1009.383358
9186.420999999998,8425.323661,7408.722392,1016.5996
9299.846000000001,8544.456267,7529.389459,1015.065195
9153.355,8394.265412,7383.963685,1010.299705
9147.197,8384.317697,7371.527509,1012.788494
9152.253999999999,8388.474166,7374.848074,1013.624521
9148.656,8388.071782,7376.262496,1011.807749
9181.112000000001,8415.45429,7401.257489,1014.19516
9170.79,8418.787015,7406.599186,1012.18623
9302.879,8552.423899,7553.734365,998.687612
9124.454,8363.537104,7357.93381,1005.601169
9135.266,8375.044368,7363.505041,1011.537561
9148.846000000001,8390.974458,7380.505721,1010.467077
9271.296,8513.512455,7502.316769,1011.193991
