query_time,total_time,loading_time,execution_time
8.75,7.435022,6.237705,1.165021
8.831999999999999,7.527689,6.340866,1.164909
8.895999999999999,7.521703,6.336559,1.162902
8.665000000000001,7.397853,6.198357,1.177929
8.396,7.242604,6.065108,1.158755
8.315,7.197151,6.021948,1.157817
8.536,7.30711,6.135592,1.153836
8.381,7.233816,6.059753,1.156091
8.257,7.164773,5.983478,1.161629
8.317,7.231392,6.048579,1.166153
8.248999999999999,7.141447,5.96552,1.159552
8.345,7.204733,6.012657,1.175493
8.369,7.204892,6.021523,1.165256
8.34,7.20824,6.030201,1.161136
31.822999999999997,30.492117,29.294379,1.177833
9.122,7.571047,6.360285,1.188831
9.637,8.257922,6.993882,1.242783
8.665000000000001,7.372461,6.195549,1.157811
8.455,7.242314,6.05181,1.172774
8.389000000000001,7.218677,5.996075,1.205919
