query_time,total_time,loading_time,execution_time
22.899,20.973236,12.591827,8.37966
22.020000000000003,20.25405,12.026323,8.226593
21.968,20.229308,12.0266,8.201535
22.398,20.585274,11.987298,8.596547
22.671,20.920853,12.062785,8.856971
22.965,21.140354,12.080099,9.05892
22.928,21.101031,12.283894,8.815747
21.924,20.171998,11.918656,8.252263
22.065,20.311475,11.780046,8.529839
21.872,20.117142,11.936476,8.179648
22.131999999999998,20.369554,11.871326,8.497002
22.789,20.938845,11.912418,9.025354
23.241,21.410179,12.211587,9.197469
21.961000000000002,20.228295,11.92831,8.298837
22.066,20.308942,11.998436,8.309389
22.175,20.353313,11.952945,8.399282
22.306,20.462897,12.052416,8.40933
22.628,20.743662,12.000906,8.741654
25.211000000000002,23.226799,12.340405,10.885112
22.141000000000002,20.361039,12.045721,8.313833
