query_time,total_time,loading_time,execution_time
2215.244,2038.148131,1753.437696,284.708729
2235.771,2063.194432,1780.549182,282.643638
2195.109,2020.431509,1738.494886,281.935171
2263.2490000000003,2090.707806,1806.445683,284.260397
2242.0429999999997,2066.112077,1782.182987,283.927572
2252.116,2078.457666,1786.36815,292.087854
2201.0809999999997,2027.557316,1743.945668,283.6101
2244.221,2072.912219,1783.641958,289.268269
2201.428,2029.832574,1746.967721,282.863426
2248.317,2074.488841,1792.495987,281.991111
2209.16,2037.284565,1747.337949,289.945193
2253.527,2073.510868,1788.895158,284.614202
2247.745,2074.195722,1784.159271,290.034377
2229.259,2057.864988,1772.961045,284.902396
2189.409,2015.754116,1734.66711,281.085555
2248.173,2077.126479,1795.103042,282.021957
2186.5800000000004,2016.359682,1730.833686,285.524278
2206.163,2034.364587,1749.641706,284.72151
2171.011,1997.279563,1713.134573,284.143465
2167.527,1995.696028,1712.197677,283.496603
