query_time,total_time,loading_time,execution_time
1105.496,1019.303373,854.886758,164.414998
1127.244,1040.485134,873.452601,167.031108
1126.838,1042.264984,877.187017,165.076548
1127.24,1045.121055,878.812874,166.306602
1101.8909999999998,1018.759806,851.84832,166.910035
1103.18,1018.170667,851.783995,166.38533
1119.268,1034.487412,857.841462,176.644533
1106.592,1021.161821,852.38721,168.772883
1138.78,1054.64664,887.323066,167.322092
1102.33,1018.498278,851.658381,166.838303
1102.996,1018.39254,853.161595,165.2294
1108.137,1022.815309,857.471781,165.342115
1141.594,1059.20547,887.100075,172.10399
1124.809,1039.64339,872.836764,166.804963
1130.778,1046.963648,883.232234,163.729829
1112.373,1027.970561,862.740462,165.228256
1120.943,1036.605779,868.58813,168.016174
1136.8020000000001,1043.578153,876.792148,166.78443
1107.0629999999999,1020.634349,854.370768,166.26213
1112.734,1027.051436,850.796986,176.252661
