query_time,total_time,loading_time,execution_time
107.433,105.707677,104.830912,0.843269
106.82,106.109004,105.248037,0.842946
106.69800000000001,105.919523,105.056153,0.844662
106.05799999999999,105.297837,104.427015,0.852099
106.041,105.270857,104.414491,0.836188
106.825,106.110184,105.256512,0.835546
106.85300000000001,106.12286,105.269684,0.835564
106.547,105.80123,104.938054,0.844678
104.67899999999999,103.903039,103.05533,0.829153
106.621,105.884567,105.034433,0.829013
106.75800000000001,106.041293,105.19293,0.829994
106.443,105.722656,104.874677,0.829796
105.319,104.539921,103.69259,0.829259
111.42699999999999,110.510945,109.633463,0.846676
106.919,106.125042,105.277448,0.826997
107.011,106.305906,105.431465,0.854995
105.659,104.933621,104.08199,0.833358
107.122,106.347961,105.489513,0.837618
111.121,110.230924,108.943603,1.264087
108.262,107.398801,106.518792,0.859516
