query_time,total_time,loading_time,execution_time
109.621,102.896,0.046,102.84
109.905,103.07,0.046,103.01299999999999
110.081,102.86,0.04,102.81099999999999
109.94500000000001,101.949,0.04,101.90100000000001
109.736,102.71900000000001,0.046,102.665
109.413,102.62599999999999,0.041,102.578
109.08800000000001,102.307,0.051,102.248
110.24000000000001,102.80799999999999,0.043000000000000003,102.758
109.186,101.75,0.041,101.702
109.344,102.43299999999999,0.046,102.37899999999999
108.708,101.935,0.039,101.889
111.04899999999999,102.9,0.038,102.854
110.122,101.946,0.041999999999999996,101.894
109.459,102.33,0.045000000000000005,102.27799999999999
108.97800000000001,102.264,0.04,102.21600000000001
108.75,102.06099999999999,0.039,102.014
109.356,102.62100000000001,0.04,102.574
110.28,102.271,0.041,102.223
108.355,101.6,0.043000000000000003,101.548
109.254,102.515,0.041999999999999996,102.465
