query_time,total_time,loading_time,execution_time
1205.35,1197.141,0.05,1197.078
1200.969,1193.522,0.041999999999999996,1193.471
1250.913,1228.931,0.05,1228.872
1197.8960000000002,1190.476,0.041,1190.427
1206.753,1199.4080000000001,0.04,1199.358
1199.8390000000002,1191.174,0.039,1191.122
1199.411,1191.8519999999999,0.046,1191.797
1205.294,1197.478,0.044,1197.425
1210.633,1203.122,0.043000000000000003,1203.068
1197.164,1189.2849999999999,0.04,1189.2350000000001
1204.857,1197.4579999999999,0.044,1197.404
1198.391,1191.0149999999999,0.039,1190.967
1202.562,1193.875,0.04,1193.823
1198.314,1190.757,0.044,1190.704
1201.59,1194.121,0.04,1194.0720000000001
1210.985,1203.53,0.041,1203.4769999999999
1206.7559999999999,1198.673,0.041999999999999996,1198.622
1218.304,1210.825,0.060000000000000005,1210.7559999999999
1202.717,1195.297,0.04,1195.248
1196.261,1187.8500000000001,0.04,1187.799
