query_time,total_time,loading_time,execution_time
3.269,2.405706,1.379565,0.99183
3.074,2.328269,1.358716,0.949531
3.034,2.315688,1.32407,0.973401
2.992,2.27122,1.305953,0.947192
2.971,2.259586,1.283897,0.956527
3.391,2.253138,1.288589,0.946369
2.898,2.251272,1.281052,0.95273
2.915,2.297915,1.310945,0.969981
2.7239999999999998,2.140069,1.183013,0.941162
2.731,2.164444,1.202534,0.945647
2.745,2.157628,1.180916,0.960843
2.722,2.163689,1.204031,0.943475
2.696,2.141659,1.186363,0.939133
2.6809999999999996,2.137196,1.166395,0.954764
2.661,2.112596,1.159174,0.937455
2.76,2.178179,1.226103,0.935903
2.686,2.134039,1.159729,0.958289
2.714,2.158548,1.198439,0.944623
2.713,2.126049,1.170974,0.938503
2.719,2.159048,1.207461,0.935575
