query_time,total_time,loading_time,execution_time
5.8,5.037303,0.277069,4.758485
5.332,4.806622,0.237984,4.567613
5.178,4.615811,0.237366,4.377402
5.273,4.701553,0.240065,4.460168
5.116,4.60823,0.240597,4.366586
5.164000000000001,4.660637,0.237895,4.421492
5.351,4.79528,0.319741,4.474286
5.441,4.873157,0.240941,4.631057
5.497,4.914265,0.241127,4.671635
5.6610000000000005,5.040669,0.240542,4.798388
5.746,5.105038,0.244473,4.859082
5.442,4.857046,0.265703,4.589829
5.6530000000000005,5.068105,0.2398,4.827254
5.313,4.731612,0.247301,4.482483
5.167,4.646403,0.239178,4.406124
5.293,4.766241,0.240039,4.52526
5.191000000000001,4.669589,0.23865,4.429681
5.279,4.716545,0.238268,4.477097
5.143,4.651993,0.240338,4.410673
5.2379999999999995,4.746477,0.239401,4.50609
