query_time,total_time,loading_time,execution_time
3.873,3.336047,0.105712,3.227812
3.736,3.2767,0.084664,3.190934
3.746,3.289378,0.084397,3.203784
3.705,3.241558,0.090025,3.150049
3.794,3.328077,0.08376,3.243304
3.755,3.295507,0.085539,3.208971
3.7100000000000004,3.25392,0.085009,3.168042
3.928,3.467581,0.084239,3.382369
3.766,3.301668,0.084948,3.215647
3.817,3.355058,0.084488,3.269469
3.7729999999999997,3.312319,0.085574,3.225308
3.72,3.270306,0.083363,3.185979
3.77,3.251547,0.084793,3.16568
4.179,3.678166,0.084662,3.59249
3.8080000000000003,3.291956,0.086408,3.204484
3.828,3.309957,0.088656,3.21989
3.792,3.319389,0.084973,3.233506
3.791,3.250253,0.10312,3.146051
3.886,3.35846,0.140935,3.216122
3.807,3.263957,0.109767,3.153071
