query_time,total_time,loading_time,execution_time
22.803,20.767046,12.192932,8.572337
22.339000000000002,20.538222,12.048211,8.4889
22.131999999999998,20.327497,12.038346,8.287535
22.093999999999998,20.279432,11.875399,8.402793
23.036,21.163559,11.999263,9.162867
23.224999999999998,21.325248,12.318942,9.004924
22.107000000000003,20.31526,11.965591,8.348313
22.705,20.832107,12.2439,8.586992
22.06,20.26563,11.914124,8.350246
23.494999999999997,21.657476,12.484574,9.171526
23.091,21.217343,12.118445,9.097694
23.166,21.306449,12.266214,9.038986
22.03,20.238549,11.965754,8.27135
21.958,20.20003,11.855742,8.343222
21.999000000000002,20.243719,11.9074,8.334959
22.078,20.313552,11.970678,8.341754
25.15,23.283473,11.941179,11.341173
25.551000000000002,23.654351,14.321264,9.331319
23.499,21.650503,12.350894,9.297972
22.8,20.871882,12.257194,8.613056
