query_time,total_time,loading_time,execution_time
3.876,3.055565,2.042969,0.979212
3.626,2.920953,1.925259,0.978958
3.548,2.892104,1.902601,0.973761
3.556,2.906743,1.912971,0.977906
3.556,2.906391,1.919087,0.971131
3.533,2.883654,1.881027,0.986496
3.561,2.914463,1.90406,0.994445
3.585,2.883673,1.897414,0.970429
3.5460000000000003,2.89718,1.906111,0.974601
3.539,2.88768,1.892055,0.979576
3.5509999999999997,2.90997,1.903109,0.991168
3.5239999999999996,2.886579,1.89663,0.973688
3.528,2.89148,1.893114,0.982161
3.643,2.918636,1.910886,0.991772
3.552,2.898365,1.877795,1.003654
3.542,2.896877,1.8685,1.012781
3.477,2.84521,1.855785,0.973359
3.518,2.876141,1.88776,0.972518
3.6830000000000003,3.003238,2.011887,0.975599
3.598,2.883583,1.884873,0.98227
