query_time,total_time,loading_time,execution_time
1203.048,1195.311,0.049,1195.2540000000001
1213.738,1206.0900000000001,0.041999999999999996,1206.037
1213.6560000000002,1206.013,0.041,1205.964
1215.147,1207.7230000000002,0.041,1207.673
1212.224,1204.8229999999999,0.038,1204.7749999999999
1214.8049999999998,1207.241,0.039,1207.1940000000002
1211.664,1203.407,0.039,1203.357
1206.628,1198.608,0.043000000000000003,1198.556
1237.125,1229.196,0.062,1229.123
1214.219,1206.679,0.046,1206.624
1220.3310000000001,1212.608,0.041999999999999996,1212.558
1213.3609999999999,1205.767,0.04,1205.719
1212.9950000000001,1205.388,0.041999999999999996,1205.338
1215.206,1207.489,0.04,1207.441
1213.0559999999998,1205.308,0.041999999999999996,1205.2549999999999
1215.741,1206.941,0.04,1206.89
1210.6570000000002,1202.953,0.045000000000000005,1202.8970000000002
1213.195,1205.689,0.041,1205.641
1212.66,1205.1380000000001,0.039,1205.09
1216.4440000000002,1208.883,0.04,1208.835
