query_time,total_time,loading_time,execution_time
10.909,3.321,0.05,3.264
11.395999999999999,3.2369999999999997,0.04,3.191
11.688,3.279,0.044,3.227
11.403,3.369,0.044,3.316
9.869,3.192,0.041999999999999996,3.1449999999999996
10.824,3.251,0.038,3.2070000000000003
10.705,3.2230000000000003,0.041,3.176
9.982,3.3080000000000003,0.04,3.262
10.853,4.14,0.039,4.093
9.83,3.211,0.04,3.164
9.99,3.233,0.039,3.1879999999999997
10.037,3.222,0.041,3.175
10.092,3.212,0.039,3.1670000000000003
10.381,3.19,0.039,3.146
10.857000000000001,3.227,0.039,3.1809999999999996
11.402000000000001,3.2880000000000003,0.043000000000000003,3.2369999999999997
10.886,3.277,0.043000000000000003,3.226
10.122000000000002,3.3240000000000003,0.044,3.274
9.709999999999999,3.236,0.039,3.19
9.835,3.2230000000000003,0.038,3.18
