query_time,total_time,loading_time,execution_time
29.057,22.298,0.049,22.242
29.499000000000002,22.161,0.038,22.117
30.976,22.575000000000003,0.04,22.529
29.562,22.596999999999998,0.044,22.544999999999998
28.671,22.109,0.038,22.065
29.753,22.929000000000002,0.038,22.883
29.497,22.201999999999998,0.04,22.157
30.252000000000002,22.55,0.039,22.503
29.013,22.251,0.041,22.203
28.897,22.148,0.039,22.102
28.582,22.096999999999998,0.038,22.053
30.421,22.209,0.037,22.165
29.519,22.615,0.043000000000000003,22.563
28.679,22.086000000000002,0.038,22.041
28.6,22.075999999999997,0.036000000000000004,22.033
28.718,22.186999999999998,0.037,22.143
30.65,22.516000000000002,0.039,22.468999999999998
29.287,22.418,0.043000000000000003,22.368
29.222,22.162000000000003,0.037,22.118
28.776,22.188,0.04,22.141000000000002
