query_time,total_time,loading_time,execution_time
522.363,513.865,0.047,513.807
522.876,515.015,0.044,514.9599999999999
520.414,513.203,0.041,513.155
519.941,512.706,0.038,512.659
519.5889999999999,512.2600000000001,0.041,512.211
519.486,511.043,0.04,510.992
519.9599999999999,512.7850000000001,0.043000000000000003,512.734
519.576,512.241,0.041,512.193
518.715,511.555,0.047,511.49999999999994
516.6690000000001,509.328,0.04,509.27900000000005
519.576,511.209,0.041,511.15999999999997
518.1519999999999,510.91200000000003,0.046,510.857
519.5659999999999,512.3050000000001,0.04,512.257
521.9580000000001,514.598,0.039,514.549
520.4530000000001,513.2379999999999,0.057,513.1719999999999
522.703,514.058,0.041999999999999996,514.006
520.7239999999999,512.805,0.046,512.752
522.058,514.1139999999999,0.041,514.0649999999999
519.898,512.524,0.052,512.4649999999999
519.475,512.2959999999999,0.041,512.247
