query_time,total_time,loading_time,execution_time
7967.826,7228.449873,7157.539531,70.333616
7966.71,7220.275066,7150.660272,69.339968
8046.863,7318.371041,7248.591391,69.565361
7922.18,7171.713097,7100.4242,70.938812
7905.129,7162.046453,7092.377225,69.416796
8109.373,7375.961257,7306.26766,69.43384
7950.921,7203.728488,7134.130068,69.428155
8049.428000000001,7319.693043,7249.58209,69.841885
7897.107,7156.046648,7085.345041,70.35686
7930.427,7180.346956,7110.566453,69.458614
7923.915,7185.375154,7115.711614,69.384952
7941.155,7198.570984,7127.603669,70.58733
7950.325000000001,7209.271734,7138.904326,70.096586
8086.499999999999,7348.30952,7278.448419,69.593207
8074.676,7309.645669,7239.23298,70.144665
8108.298,7367.521416,7297.074717,70.188444
8059.988,7299.785206,7229.984493,69.598482
7899.233,7163.205778,7093.615951,69.411188
8122.235999999999,7387.877515,7318.186725,69.439423
7907.419,7167.94534,7098.145033,69.544986
