query_time,total_time,loading_time,execution_time
544.899,502.694985,413.017595,89.675542
543.421,501.169817,411.041789,90.126259
553.5400000000001,511.163486,421.092118,90.069851
542.1270000000001,499.943166,410.468955,89.472672
555.476,513.028761,424.344525,88.682658
544.453,501.964509,411.384961,90.577751
542.144,499.661742,409.450732,90.209374
541.35,498.744054,410.049328,88.693179
545.894,503.214196,412.994507,90.217924
559.465,517.243292,427.004884,90.236764
557.6719999999999,514.420414,424.089372,90.329299
556.584,515.670104,425.165689,90.502815
557.59,516.700119,425.781105,90.917481
546.1740000000001,504.684375,414.309529,90.37343
544.994,503.991318,414.12463,89.865183
546.101,505.245502,413.907056,91.337028
554.242,509.554944,419.359767,90.193334
543.7760000000001,502.475624,411.503905,90.970184
540.058,498.214555,407.896588,90.316632
552.177,510.84134,419.381118,91.458501
