query_time,total_time,loading_time,execution_time
441.46999999999997,401.963205,393.829838,8.10195
446.828,407.461205,399.321468,8.116796
446.858,405.420423,397.259933,8.12974
438.166,398.472562,390.327534,8.122696
437.404,397.777674,389.649397,8.105855
437.653,398.385939,390.265019,8.098964
437.773,398.244863,390.130218,8.091695
438.713,396.93997,388.746352,8.166594
436.52299999999997,396.79005,388.662523,8.103941
439.077,399.733589,391.618202,8.091798
440.264,400.985479,392.858217,8.10462
439.10900000000004,399.281368,391.158371,8.097921
439.866,398.711909,390.525498,8.159123
438.026,398.18366,390.067905,8.092509
438.698,399.316988,391.188391,8.107856
438.353,399.181045,391.064344,8.093784
440.806,399.546305,391.398198,8.111799
449.341,409.602764,401.48041,8.098504
450.261,410.651465,402.49712,8.130807
445.457,399.204093,390.788909,8.392664
