query_time,total_time,loading_time,execution_time
2820.1730000000002,2812.1369999999997,0.048,2812.079
2823.1220000000003,2813.776,0.041,2813.725
2823.0840000000003,2814.613,0.047,2814.5570000000002
2817.686,2809.4359999999997,0.041,2809.384
2809.6890000000003,2801.5080000000003,0.04,2801.457
2820.372,2812.199,0.041,2812.149
2841.628,2832.271,0.041999999999999996,2832.2180000000003
2846.071,2837.924,0.045000000000000005,2837.87
2823.313,2815.322,0.04,2815.275
2825.903,2816.5110000000004,0.041,2816.459
2847.638,2839.2369999999996,0.046,2839.183
2844.141,2836.124,0.039,2836.076
2823.841,2814.767,0.041999999999999996,2814.7129999999997
2840.2569999999996,2832.217,0.041999999999999996,2832.166
2855.9139999999998,2847.7290000000003,0.041,2847.6780000000003
2824.4280000000003,2815.5,0.041,2815.4469999999997
2813.44,2805.344,0.038,2805.296
2819.404,2811.216,0.04,2811.163
2853.891,2843.845,0.041999999999999996,2843.7929999999997
2832.959,2824.7200000000003,0.044,2824.667
