query_time,total_time,loading_time,execution_time
1099.926,1016.560215,848.065273,168.493258
1096.133,1012.18536,846.010108,166.17347
1094.9750000000001,1010.25547,845.313804,164.940148
1096.2620000000002,1011.229264,845.555423,165.67212
1137.432,1049.388559,882.446948,166.940244
1135.626,1051.472554,886.040702,165.429689
1122.8709999999999,1038.820881,875.270236,163.548875
1095.769,1012.017151,846.797822,165.217217
1096.457,1012.884363,846.507166,166.374985
1094.6480000000001,1010.959669,845.387516,165.570122
1108.293,1023.948843,858.857967,165.088717
1105.4330000000002,1021.169745,845.475034,175.692841
1096.6670000000001,1012.305896,845.83784,166.466257
1099.3980000000001,1013.813532,848.556256,165.255701
1123.057,1030.869725,864.606509,166.260951
1100.011,1014.097278,849.825467,164.270247
1118.587,1033.569147,866.639371,166.928173
1106.779,1023.479909,856.310723,167.167672
1111.229,1028.095359,855.630957,172.462534
1123.943,1040.297904,872.040878,168.25516
