query_time,total_time,loading_time,execution_time
240.744,232.435,0.047,232.377
242.07999999999998,234.598,0.045000000000000005,234.54500000000002
237.701,230.60500000000002,0.039,230.55700000000002
239.155,232.06099999999998,0.039,232.015
239.19000000000003,230.85500000000002,0.039,230.806
238.23,231.12199999999999,0.044,231.071
238.05399999999997,231.046,0.05,230.988
237.377,230.347,0.039,230.30100000000002
240.066,231.813,0.039,231.765
237.19899999999998,230.163,0.046,230.11100000000002
238.15200000000002,231.1,0.039,231.055
237.508,230.406,0.04,230.358
239.10999999999999,230.746,0.041,230.69799999999998
238.02200000000002,230.89000000000001,0.044,230.837
238.203,231.09099999999998,0.041,231.043
237.74200000000002,230.614,0.041,230.564
239.04,231.046,0.04,230.997
238.803,231.78799999999998,0.046,231.733
238.201,231.28799999999998,0.039,231.241
238.277,231.13,0.037,231.083
