query_time,total_time,loading_time,execution_time
38.838,35.822808,24.066419,11.754457
39.239000000000004,36.197263,24.200097,11.995717
39.876000000000005,36.788311,24.424747,12.36217
38.591,35.554668,23.968469,11.584751
38.656000000000006,35.670744,23.909465,11.760051
38.922,35.841342,23.735841,12.104122
39.111,36.080195,24.490327,11.588161
38.587999999999994,35.580161,23.943246,11.635728
38.655,35.636207,23.973653,11.661377
39.83,36.773604,24.165273,12.607168
39.339,36.271724,24.738984,11.53117
39.061,35.975184,24.26609,11.707565
39.532,36.393111,24.215753,12.176214
39.375,36.284287,24.617635,11.665115
38.523,35.486834,23.908342,11.577011
38.716,35.708983,23.776784,11.931174
40.166,37.054302,24.594133,12.458814
38.698,35.677769,23.98329,11.693184
39.153,36.094703,23.912286,12.181043
40.940999999999995,37.84451,24.077899,13.765482
